customerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,StatusID,Quarter,SatisfactionScore,CustomerStatus,ChurnCategory,NPS_Label,TenureGroup,LastInteractionNote
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,1,United States,California,Morongo Valley,92256,"34.097863, -116.594561",34.097863,-116.594561,No,0,62,2844,,PWKKLW2941,Q3,5,Stayed,,Promoter,25-48 months,Thank you for making everything so straightforward and easy to use. I genuinely appreciate the user-friendly design.
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,1,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.3249,-114.758334,No,0,66,5560,,GLIOBU9872,Q3,3,Stayed,,Detractor,13-24 months,"Honestly, the onboarding process last year was surprisingly smooth, but everything since then has been a struggle. I'm constantly frustrated with the lack of follow-through."
0112-QWPNC,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Yes,1,73,6452,Competitor offered higher download speeds,EDOAWP2183,Q3,2,Churned,Competitor,Detractor,49-72 months,"I feel completely trapped with this contract because of all the hassle it would be to switch, but your service quality has really gone downhill lately."
0114-IGABW,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,1,United States,California,Cambria,93428,"35.591387, -121.032256",35.591387,-121.032256,No,0,76,5224,,JXPAUJ4977,Q3,5,Stayed,,Promoter,49-72 months,"I really enjoy using your platform, though I've had a tiny bit of trouble with the search function this morning."
0114-PEGZZ,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,No,0,33,4800,,ENIUHJ7464,Q3,3,Stayed,,Detractor,25-48 months,"The product used to work flawlessly, but now it's constantly glitching and freezing. What happened to the quality I signed up for?"
0114-RSRRW,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,No,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011,No,0,54,3831,,TRONOC7252,Q3,4,Stayed,,Passive,0-12 months,"The new user interface is decent, and I think I'm getting used to it. However, some sections feel a bit cluttered."
0115-TFERT,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Yes,1,89,4123,Attitude of service provider,IPZEMM9917,Q3,3,Churned,Attitude,Detractor,13-24 months,"My internet keeps cutting out multiple times a day. I signed up over a year ago hoping for better reliability, but this is just unacceptable now."
0117-LFRMW,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923,Yes,1,80,3627,Competitor offered more data,JHBLYG8657,Q3,2,Churned,Competitor,Detractor,25-48 months,"While I like the new user interface update, the underlying performance issues make it almost unusable. It's a nice coat of paint on a broken engine."
0118-JPNOY,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,No,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.249377,-120.249581,No,0,46,5700,,UYBRPH3728,Q3,3,Stayed,,Detractor,25-48 months,I'm so tired of your automated phone system; it never gets me to a real person. Your customer service has really declined.
0121-SNYRK,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,No,1,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,No,0,36,5052,,FYUFFI1494,Q3,3,Stayed,,Detractor,49-72 months,"I understand you're doing what you can on this call, but this whole situation has been a headache for weeks now. I've spent so much time trying to fix things myself, and nothing works. The effort is appreciated, but the problem persists."
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,Yes,1,67,2473,Price too high,HOQFHV2251,Q3,3,Churned,Competitor,Detractor,0-12 months,I've had nothing but problems since activating this service a couple of weeks ago. It's been a nightmare trying to get anything done.
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,1,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049172,-118.115022,No,0,40,5152,,JHONZL3947,Q3,4,Stayed,,Passive,49-72 months,"My login credentials aren't working for the mobile app, though they do for the website. Is there a separate login?"
0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Yes,1,99,3025,Attitude of service provider,FPPZCV6391,Q3,2,Churned,Attitude,Detractor,13-24 months,"I can't believe I've stuck with this for so long. Every interaction is a hassle, and it feels like my concerns are completely ignored."
0128-MKWSG,Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,No,1,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583,No,0,45,3287,,HVNTAY2811,Q3,4,Stayed,,Passive,25-48 months,Could you confirm what specific services are currently included in my monthly subscription? I want to ensure I'm clear on everything.
0129-KPTWJ,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,No,0,20,5943,,LBKEHV5113,Q3,3,Stayed,,Detractor,49-72 months,Why wasn't I informed about these upcoming changes? It's unacceptable to spring things on long-term customers like this without any heads-up whatsoever.
0129-QMPDR,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,No,0,59,3093,,VCLTMK1982,Q3,3,Stayed,,Detractor,25-48 months,"The initial setup process a few years back was surprisingly smooth, but ever since then, it's just been a steady stream of headaches and disappointment."
0130-SXOUN,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,No,1,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,No,0,49,4889,,IRXHYF8931,Q3,3,Stayed,,Detractor,49-72 months,"If this issue isn't resolved promptly, I'm seriously considering taking my business elsewhere. I've been a customer for five years, and I'm at my wit's end with these problems."
0133-BMFZO,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,Yes,1,United States,California,Alhambra,91803,"34.074736, -118.145959",34.074736,-118.145959,Yes,1,94,3529,Competitor offered higher download speeds,LVHSPP5322,Q3,2,Churned,Competitor,Detractor,0-12 months,"The installation was a mess, and now things still aren't working right. It's only been a month and I'm already fed up."
0134-XWXCE,Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,No,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,No,0,71,3253,,DLYLCU9552,Q3,5,Stayed,,Promoter,25-48 months,"Your product truly makes my life easier, I'm so glad I switched to you a few years back. Keep up the fantastic work!"
0135-NMXAP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,Yes,1,97,5671,Attitude of support person,QQQLCX9791,Q3,3,Churned,Attitude,Detractor,0-12 months,I've had nothing but problems since activating this service a couple of weeks ago. It's been a nightmare trying to get anything done.
0136-IFMYD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,No,0,63,4297,,UOSBWL4998,Q3,5,Stayed,,Promoter,49-72 months,"Your support team is always so helpful, it's truly a pleasure interacting with them. That's why I've been a loyal customer for so long!"
0137-OCGAB,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Yes,1,90,3056,Lack of affordable download/upload speed,TQKNZJ1271,Q3,3,Churned,Price,Detractor,0-12 months,"The installation was a mess, and now things still aren't working right. It's only been a month and I'm already fed up."
0137-UDEUO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,United States,California,Stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,Yes,1,95,3398,Extra data charges,QEJTZW5842,Q3,1,Churned,Price,Detractor,0-12 months,"I was promised seamless integration, but it's been anything but. I've wasted so much time trying to get this to work."
0139-IVFJG,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,1,United States,California,Inyokern,93527,"36.041315, -118.188235",36.041315,-118.188235,No,0,29,5361,,RFHZKE2412,Q3,3,Joined,,Detractor,0-12 months,"Your support agents are usually very helpful, but the core service itself is just constantly failing on me. I've only been here six months and it's been problem after problem."
0141-YEAYS,Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,No,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,No,0,77,5990,,YFSNMF5822,Q3,4,Stayed,,Promoter,25-48 months,Every interaction I've had with your team has been wonderful. You guys really set the standard for customer support.
0142-GVYSN,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,No,0,68,5712,,SWTBCJ1581,Q3,5,Stayed,,Promoter,25-48 months,You guys provide such great value for money. I never feel like I'm overpaying for the quality I receive.
0147-ESWWR,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,No,1,United States,California,Atascadero,93422,"35.453912, -120.69461",35.453912,-120.69461,No,0,77,3172,,ISEZOX2272,Q3,4,Stayed,,Passive,25-48 months,"I appreciate the consistent quality of service I've received. Despite that, I'm finding the new website interface a bit confusing to navigate these days."
0148-DCDOS,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Yes,1,82,5641,Price too high,SOSEKP4819,Q3,1,Churned,Competitor,Detractor,25-48 months,"I've been trying to get this issue resolved for two weeks now, and every support agent gives me a different answer. This is a nightmare."
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,Yes,1,78,4739,Attitude of support person,OFFBEA3685,Q3,1,Churned,Competitor,Detractor,0-12 months,My first bill has extra charges I was never told about. This is completely unacceptable and feels very misleading.
0156-FVPTA,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Yes,1,87,5102,Attitude of service provider,IUTQWG9888,Q3,2,Churned,Attitude,Detractor,13-24 months,"My subscription renewed last month, and I'm seriously considering cancelling despite the early termination fee. This level of service is simply not worth it anymore."
0164-APGRB,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,No,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,No,0,69,4589,,RMXBAN4837,Q3,4,Stayed,,Passive,49-72 months,"I'm looking into pausing my service temporarily. Is that an option, and what are the requirements?"
0164-XAIRP,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,470.2,No,1,United States,California,La Mirada,90638,"33.902045, -118.008961",33.902045,-118.008961,No,0,34,2511,,KLZCOK8869,Q3,5,Stayed,,Promoter,13-24 months,Really appreciate the consistent performance. It's nice to have a service I don't have to worry about at all.
0168-XZKBB,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,No,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,No,0,64,5072,,IPPVYH5635,Q3,5,Stayed,,Promoter,13-24 months,I'm super satisfied with my subscription. It's truly worth every penny and I'm glad I chose your company.
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,No,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,No,0,68,5747,,LEBCIE8165,Q3,5,Stayed,,Promoter,49-72 months,"Your intuitive interface is still one of my favorite things about your service. It just works, every single time."
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,No,0,59,5655,,JOQKKX7411,Q3,3,Stayed,,Detractor,25-48 months,"My account has been suspended for no reason, and I can't access my services. This is completely unacceptable and disrupting my work."
0178-CIIKR,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,No,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,No,0,74,5949,,FEOKDQ8641,Q3,3,Joined,,Promoter,0-12 months,"Seriously, the best experience I've had with a new service in years. You guys really nailed it with the setup and functionality."
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,No,0,76,3760,,NKDYVE4981,Q3,3,Stayed,,Detractor,25-48 months,"The initial setup process a few years back was surprisingly smooth, but ever since then, it's just been a steady stream of headaches and disappointment."
0181-RITDD,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,1,United States,California,San Diego,92120,"32.807867, -117.060993",32.807867,-117.060993,No,0,43,5298,,NLTEIB4144,Q3,4,Stayed,,Passive,49-72 months,"I generally find the website easy to use, though I'm having difficulty locating the option to modify my auto-pay settings after the recent redesign."
